name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof;is_runnable;is_device;is_bios;biosof;is_mechanical;is_arcade;use_chds;savestate;source_file;first_emulator;first_emulator_date;last_emulator;last_emulator_date;players;buttons;coins;sound_channels;screens;display_type;display_rotate;screen_orientation;display_width;display_height;display_refresh;input_controls;monitor_type;chips_cpu;chips_cpu_details;chips_audio;chips_audio_details;driver_status;driver_emulation;driver_color;driver_sound;driver_graphic;driver_cocktail;driver_protection;dump_status;device_types;category;genre;serie;language;colors;has_device_refs;has_roms;has_disks;has_dip_switches;has_bios_sets;has_configs;has_ports;has_devices;has_slots;has_adjusters;has_soft_lists;has_ram_opts;has_cheats;nplayers;url_playonline;url_shortplays;url_shortplay_ms;game_rate;mature;on_top_score;on_bacheca_record;on_arcaworld;ranking;bestgame;alltime;cabinets;freeplay;short_title;
"sgunner2";"Steel Gunner 2 (US)";"1991";Namco;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;"namco/namcos2.cpp";"Mame 0.62";"2002-11-12";"Mame 0.254";"2023-04-27";2;2;2;2;1;RASTER;"0";HORIZONTAL;288;224;60.606061;lightgun;"CRT 15kHz";"Motorola MC68000,Motorola MC6809E,Mitsubishi M37450";"maincpu Motorola MC68000 @12.288 MHz, slave Motorola MC68000 @12.288 MHz, audiocpu Motorola MC6809E @2.48 MHz, c68mcu:mcu Mitsubishi M37450 @8.192 MHz";"Speaker,Namco C140,YM2151 OPM";"lspeaker Speaker, rspeaker Speaker, c140 Namco C140 @0.21333 MHz, ymsnd YM2151 OPM @3.579545 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Gun";Shooter;"Steel Gunner";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=FZfKnM2_UeY";-;0;NO;NO;NO;NO;English;"70 to 80 (Good)";-;-;NO;"Steel Gunner 2";
steeltal;"Steel Talons (rev 2)";"1991";"Atari Games";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;atari/harddriv.cpp;"Mame 0.62";"2002-11-12";"Mame 0.254";"2023-04-27";2;4;2;1;1;RASTER;"0";HORIZONTAL;512;288;60.311206;"joystick (analog)";"CRT 15kHz";"Motorola MC68010,Texas Instruments TMS34010,Analog Devices ADSP-2101,Texas Instruments TMS32010,MOS Technology 6502";"mainpcb:maincpu Motorola MC68010 @8 MHz, mainpcb:gsp Texas Instruments TMS34010 @48 MHz, mainpcb:msp Texas Instruments TMS34010 @50 MHz, mainpcb:adsp Analog Devices ADSP-2101 @12 MHz, mainpcb:asic65:asic65cpu Texas Instruments TMS32010 @20 MHz, mainpcb:jsa:cpu MOS Technology 6502 @1.789772 MHz";"Speaker,Atari JSA III Sound Board,YM2151 OPM,OKI MSM6295 ADPCM";"mainpcb:mono Speaker, mainpcb:jsa Atari JSA III Sound Board, mainpcb:jsa:ym2151 YM2151 OPM @3.579545 MHz, mainpcb:jsa:oki1 OKI MSM6295 ADPCM @1.193181 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;NODUMP;-;"Shooter / Flying (chase view)";Shooter;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;YES;NO;NO;NO;YES;"1P";-;"https://www.youtube.com/watch?v=wa_W4y3WTlU";-;0;NO;NO;NO;NO;English;"50 to 60 (Not Good Enough)";"1991";-;NO;"Steel Talons";
steelwkr;"Steel Worker";"1980";Taito;YES;-;NO;-;invaders;YES;NO;NO;-;NO;YES;NO;YES;"midw8080/8080bw.cpp";"Mame 0.132u1";"2009-06-17";"Mame 0.254";"2023-04-27";2;2;1;1;1;RASTER;"0";HORIZONTAL;260;224;59.541985;"joystick (2-way)";"CRT 15kHz";"Intel 8080";"maincpu Intel 8080 @1.9968 MHz";"Speaker,TI SN76477 CSG,Samples";"mono Speaker, snsnd TI SN76477 CSG, samples Samples";IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;GOOD;-;"Puzzle / Misc.";Puzzle;-;English;-;YES;YES;NO;YES;NO;YES;YES;NO;NO;NO;NO;NO;YES;"2P alt";-;"https://www.youtube.com/watch?v=8Kgo-f_rAZw";-;0;NO;NO;NO;NO;English;"50 to 60 (Not Good Enough)";"1980";-;NO;"Steel Worker";
sss;"Steep Slope Sliders (JUET 981110 V1.000)";"1998";"Capcom / Cave / Victor Interactive Software";YES;stvbios;NO;-;-;YES;NO;NO;stvbios;NO;YES;NO;NO;sega/stv.cpp;"Mame 0.74u2";"2003-10-06";"Mame 0.254";"2023-04-27";4;4;2;2;1;RASTER;"0";HORIZONTAL;352;224;59.764802;"joystick (8-way)";"CRT 15kHz";"Hitachi SH-2,Motorola MC68000,Sega SCUDSP,Zilog Z80";"maincpu Hitachi SH-2 @28.636362 MHz, slave Hitachi SH-2 @28.636362 MHz, audiocpu Motorola MC68000 @11.2896 MHz, scu:scudsp Sega SCUDSP @14.318181 MHz, billboard:billcpu Zilog Z80 @8 MHz";"Speaker,Yamaha YMF292-F SCSP";"lspeaker Speaker, rspeaker Speaker, scsp Yamaha YMF292-F SCSP @22.5792 MHz";IMPERFECT;GOOD;GOOD;IMPERFECT;IMPERFECT;GOOD;GOOD;GOOD;-;"Sports / Skiing";Sports;-;English;-;YES;YES;NO;YES;YES;NO;YES;NO;NO;NO;NO;NO;YES;"1P";-;"https://www.youtube.com/watch?v=BQkGgdkHYxo";-;0;NO;NO;NO;NO;English;"70 to 80 (Good)";-;-;NO;"Steep Slope Sliders";
strgchmp;"Steering Champ (GQ710 97/12/18 VER. UAA)";"1997";Konami;YES;"sys573";NO;-;-;YES;NO;NO;"sys573";NO;YES;NO;NO;"konami/ksys573.cpp";"Mame 0.181";"2016-12-28";"Mame 0.254";"2023-04-27";2;6;2;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way),paddle,pedal";"CRT 31kHz";"Sony CXD8530CQ";"maincpu Sony CXD8530CQ @67.7376 MHz";"CD/DA,Speaker,PlayStation SPU";"ata:0:cr589:cdda CD/DA @0.441 MHz, lspeaker Speaker, rspeaker Speaker, spu PlayStation SPU @33.8688 MHz";IMPERFECT;GOOD;GOOD;IMPERFECT;IMPERFECT;GOOD;GOOD;NODUMP;cdrom;"Multiplay / Mini-Games";Multiplay;-;English;-;YES;YES;NO;YES;YES;YES;YES;YES;YES;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=90FaeONb8mU";-;0;NO;NO;NO;NO;English;"70 to 80 (Good)";-;-;NO;"Steering Champ";
stepchmp;"Step Champ (GQ930 VER. JA)";"1999";Konami;YES;"sys573";NO;-;-;YES;NO;NO;"sys573";NO;YES;NO;NO;"konami/ksys573.cpp";"Mame 0.154";"2014-07-23";"Mame 0.254";"2023-04-27";3;3;2;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;only_buttons;"CRT 31kHz";"Sony CXD8530CQ";"maincpu Sony CXD8530CQ @67.7376 MHz";"CD/DA,Speaker,PlayStation SPU";"ata:0:cr589:cdda CD/DA @0.441 MHz, lspeaker Speaker, rspeaker Speaker, spu PlayStation SPU @33.8688 MHz";PRELIMINARY;GOOD;GOOD;PRELIMINARY;IMPERFECT;GOOD;GOOD;NODUMP;cdrom;"Multiplay / Mini-Games";Multiplay;-;English;-;YES;YES;NO;YES;YES;YES;YES;YES;YES;NO;NO;NO;YES;"3P sim";-;"https://www.youtube.com/watch?v=FGKp4ZDBSOI";-;0;NO;NO;NO;NO;English;"40 to 50 (Decent)";-;-;NO;"Step Champ";
stinger;Stinger;"1983";"Seibu Denshi";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;seibu/wiz.cpp;"Mame 0.34b3";"1998-09-17";"Mame 0.254";"2023-04-27";2;2;2;1;1;RASTER;"90";VERTICAL;256;224;60.000000;"joystick (8-way)";"CRT 15kHz";"Zilog Z80";"maincpu Zilog Z80 @3.72 MHz, audiocpu Zilog Z80 @3.72 MHz";"Speaker,AY-3-8910A PSG,Discrete Sound";"mono Speaker, 8910.1 AY-3-8910A PSG @1.536 MHz, 8910.2 AY-3-8910A PSG @1.536 MHz, discrete Discrete Sound";IMPERFECT;GOOD;IMPERFECT;IMPERFECT;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Flying Horizontal";Shooter;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";https://archive.org/details/arcade_stinger;"https://www.youtube.com/watch?v=TUEnz4ZTmww";-;0;NO;NO;NO;NO;English;"70 to 80 (Good)";"1983";"29043;29031";NO;Stinger;
stocker;"Stocker (3/19/85)";"1984";Bally/Sente;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;midway/balsente.cpp;"Mame 0.36b5";"1999-09-18";"Mame 0.254";"2023-04-27";1;1;2;1;1;RASTER;"0";HORIZONTAL;256;240;59.185606;dial;"CRT 15kHz";"Motorola MC6809E,Zilog Z80";"maincpu Motorola MC6809E @1.25 MHz, audio6vb:audiocpu Zilog Z80 @4 MHz";"Speaker,MM5837 Digital Noise Stream,CEM3394 Synthesizer Voice";"audio6vb:mono Speaker, audio6vb:noise MM5837 Digital Noise Stream, audio6vb:cem1 CEM3394 Synthesizer Voice, audio6vb:cem2 CEM3394 Synthesizer Voice, audio6vb:cem3 CEM3394 Synthesizer Voice, audio6vb:cem4 CEM3394 Synthesizer Voice, audio6vb:cem5 CEM3394 Synthesizer Voice, audio6vb:cem6 CEM3394 Synthesizer Voice";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Driving / Race";Driving;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"1P";https://archive.org/details/arcade_stocker;"https://www.youtube.com/watch?v=eae81S0-rIs";-;0;NO;NO;NO;NO;English;"70 to 80 (Good)";"1984";-;NO;Stocker;
stompin;"Stompin' (4/4/86)";"1986";Bally/Sente;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;midway/balsente.cpp;"Mame 0.37b10 (0.46)";"2000-12-05";"Mame 0.254";"2023-04-27";1;9;2;1;1;RASTER;"0";HORIZONTAL;256;240;59.185606;only_buttons;"CRT 15kHz";"Motorola MC6809E,Zilog Z80";"maincpu Motorola MC6809E @1.25 MHz, audio6vb:audiocpu Zilog Z80 @4 MHz";"Speaker,MM5837 Digital Noise Stream,CEM3394 Synthesizer Voice";"audio6vb:mono Speaker, audio6vb:noise MM5837 Digital Noise Stream, audio6vb:cem1 CEM3394 Synthesizer Voice, audio6vb:cem2 CEM3394 Synthesizer Voice, audio6vb:cem3 CEM3394 Synthesizer Voice, audio6vb:cem4 CEM3394 Synthesizer Voice, audio6vb:cem5 CEM3394 Synthesizer Voice, audio6vb:cem6 CEM3394 Synthesizer Voice";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;NODUMP;-;"Whac-A-Mole / Footsteps";Whac-A-Mole;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"1P";https://archive.org/details/arcade_stompin;"https://www.youtube.com/watch?v=H32snFG5w3E";-;0;NO;NO;NO;NO;English;"50 to 60 (Not Good Enough)";-;-;NO;Stompin';
stonebal;"Stone Ball (4 Players, v1-20 13/12/1994)";"1994";"Art & Magic";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;misc/artmagic.cpp;"Mame 0.64";"2003-01-26";"Mame 0.254";"2023-04-27";4;3;4;1;1;RASTER;"0";HORIZONTAL;320;256;49.764608;"joystick (8-way)";"CRT 15kHz";"Motorola MC68000,Texas Instruments TMS34010";"maincpu Motorola MC68000 @12.5 MHz, tms Texas Instruments TMS34010 @40 MHz";"Speaker,OKI MSM6295 ADPCM";"mono Speaker, oki OKI MSM6295 ADPCM @1.333333 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Sports / Soccer";Sports;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"4P sim";-;"https://www.youtube.com/watch?v=AbEVR3vASGY";-;0;NO;NO;NO;NO;English;"90 to 100 (Best Games)";"1994";-;YES;"Stone Ball";
stmblade;"Storm Blade (US)";"1996";Visco;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;seta/ssv.cpp;"Mame 0.61";"2002-07-04";"Mame 0.254";"2023-04-27";2;3;2;2;1;RASTER;"270";VERTICAL;352;240;60.186720;"joystick (8-way)";"CRT 15kHz";"NEC V60,NEC uPD96050";"maincpu NEC V60 @16 MHz, dsp NEC uPD96050 @10 MHz";"Speaker,Ensoniq ES5506";"lspeaker Speaker, rspeaker Speaker, ensoniq Ensoniq ES5506 @16 MHz";IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;PRELIMINARY;GOOD;GOOD;-;"Shooter / Flying Vertical";Shooter;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=bhfb_P-owM8";-;0;NO;NO;NO;NO;English;"70 to 80 (Good)";-;-;NO;"Storm Blade";
sflush;"Straight Flush";"1979";Taito;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;"midw8080/8080bw.cpp";"Mame 0.68";"2003-05-15";"Mame 0.254";"2023-04-27";1;0;1;0;1;RASTER;"270";VERTICAL;260;224;59.541985;paddle;"CRT 15kHz";"Motorola MC6800";"maincpu Motorola MC6800 @1.5 MHz";-;-;PRELIMINARY;GOOD;IMPERFECT;PRELIMINARY;GOOD;PRELIMINARY;GOOD;GOOD;-;"Ball & Paddle / Breakout";"Ball & Paddle";-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";-;"https://www.youtube.com/watch?v=enM680J2Y6s";-;0;NO;NO;NO;NO;English;"50 to 60 (Not Good Enough)";-;"29043;29031";NO;"Straight Flush";
stratab;"Strata Bowling (V3)";"1990";"Strata/Incredible Technologies";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;"itech/itech8.cpp";"Mame 0.37b11 (0.47)";"2001-01-17";"Mame 0.254";"2023-04-27";2;2;2;1;1;RASTER;"270";VERTICAL;256;240;60.000000;trackball;"CRT 15kHz";"Motorola MC6809";"maincpu Motorola MC6809 @8 MHz, soundcpu Motorola MC6809 @8 MHz";"Speaker,YM2203 OPN,OKI MSM6295 ADPCM";"mono Speaker, ymsnd YM2203 OPN @4 MHz, oki OKI MSM6295 ADPCM @1 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Sports / Bowling";Sports;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"4P alt";-;"https://www.youtube.com/watch?v=nWtTY17IDIM";-;0;NO;NO;NO;NO;English;"70 to 80 (Good)";-;"29043;29031";NO;"Strata Bowling";
stratgyx;"Strategy X";"1981";Konami;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;galaxian/scobra.cpp;"Mame 0.31";"1998-04-25";"Mame 0.254";"2023-04-27";2;3;2;1;1;RASTER;"0";HORIZONTAL;256;224;60.606061;"joystick (8-way)";"CRT 15kHz";"Zilog Z80";"maincpu Zilog Z80 @3.72 MHz, audiocpu Zilog Z80 @1.78975 MHz";"Speaker,AY-3-8910A PSG";"mono Speaker, ay1 AY-3-8910A PSG @1.78975 MHz, ay2 AY-3-8910A PSG @1.78975 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Driving Vertical";Shooter;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";-;"https://www.youtube.com/watch?v=7hYP891NdtA";-;0;NO;NO;NO;NO;English;"50 to 60 (Not Good Enough)";-;"29043;29031";NO;"Strategy X";
streakng;"Streaking (set 1)";"1980";Shoei;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;galaxian/galaxian.cpp;"Mame 0.36b14";"2000-01-10";"Mame 0.254";"2023-04-27";2;0;1;1;1;RASTER;"90";VERTICAL;768;224;60.606061;"joystick (4-way)";"CRT 15kHz";"Zilog Z80";"maincpu Zilog Z80 @3.72 MHz";"Speaker,Discrete Sound";"speaker Speaker, cust:discrete Discrete Sound";IMPERFECT;GOOD;IMPERFECT;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Maze / Collect";Maze;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";-;-;-;0;YES;NO;NO;NO;English;"30 to 40 (Amendable)";-;"29043;29031";NO;Streaking;
strtdriv;"Street Drivin' (prototype)";"1993";"Atari Games";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;atari/harddriv.cpp;"Mame 0.84";"2004-07-02";"Mame 0.254";"2023-04-27";1;6;3;2;1;RASTER;"0";HORIZONTAL;512;288;60.311206;"joystick (analog),paddle,pedal";"CRT 15kHz";"Motorola MC68010,Texas Instruments TMS34010,Analog Devices ADSP-2101,Analog Devices ADSP-2105,AT&T DSP32C,Texas Instruments TMS32010";"mainpcb:maincpu Motorola MC68010 @8 MHz, mainpcb:gsp Texas Instruments TMS34010 @48 MHz, mainpcb:adsp Analog Devices ADSP-2101 @12 MHz, mainpcb:ds3sdsp Analog Devices ADSP-2105 @10 MHz, mainpcb:ds3xdsp Analog Devices ADSP-2105 @10 MHz, mainpcb:dsp32 AT&T DSP32C @40 MHz, mainpcb:asic65:asic65cpu Texas Instruments TMS32010 @20 MHz";"Speaker,16-Bit R-2R DAC";"mainpcb:lspeaker Speaker, mainpcb:rspeaker Speaker, mainpcb:ldac 16-Bit R-2R DAC, mainpcb:rdac 16-Bit R-2R DAC";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Driving / 1st Person";Driving;"Hard Drivin'";English;-;YES;YES;NO;YES;NO;NO;YES;NO;YES;NO;NO;NO;YES;"1P";https://archive.org/details/arcade_strtdriv;"https://www.youtube.com/watch?v=Hpq2YG82AkE";-;0;NO;NO;NO;NO;English;"70 to 80 (Good)";-;-;NO;"Street Drivin'";
sf;"Street Fighter (US, set 1)";"1987";Capcom;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;capcom/sf.cpp;"Mame 0.88u1";"2004-10-28";"Mame 0.254";"2023-04-27";2;6;2;2;1;RASTER;"0";HORIZONTAL;384;224;60.000000;"joystick (8-way)";"CRT 15kHz";"Motorola MC68000,Zilog Z80";"maincpu Motorola MC68000 @8 MHz, audiocpu Zilog Z80 @3.579545 MHz, audio2 Zilog Z80 @3.579545 MHz";"Speaker,YM2151 OPM,OKI MSM5205 ADPCM";"lspeaker Speaker, rspeaker Speaker, ymsnd YM2151 OPM @3.579545 MHz, msm1 OKI MSM5205 ADPCM @0.384 MHz, msm2 OKI MSM5205 ADPCM @0.384 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;"Street Fighter";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=x-o6RDHvnfk";-;80;NO;NO;NO;NO;English;"90 to 100 (Best Games)";-;-;NO;"Street Fighter";
"sfa2";"Street Fighter Alpha 2 (Euro 960229)";"1996";Capcom;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;"capcom/cps2.cpp";"Mame 0.37b12 (0.48)";"2001-02-15";"Mame 0.254";"2023-04-27";2;6;2;2;1;RASTER;"0";HORIZONTAL;384;224;59.637405;"joystick (8-way)";"CRT 15kHz";"Motorola MC68000,Zilog Z80";"maincpu Motorola MC68000 @16 MHz, audiocpu Zilog Z80 @8 MHz";"Speaker,QSound (HLE)";"lspeaker Speaker, rspeaker Speaker, qsound QSound (HLE) @60 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;"Street Fighter";English;-;YES;YES;NO;NO;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=hh2-x8o7Jgc";-;90;NO;NO;NO;NO;English;"90 to 100 (Best Games)";-;-;NO;"Street Fighter Alpha 2";
"sfa3";"Street Fighter Alpha 3 (Euro 980904)";"1998";Capcom;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;"capcom/cps2.cpp";"Mame 0.37b16 (0.52)";"2001-07-05";"Mame 0.254";"2023-04-27";2;6;2;2;1;RASTER;"0";HORIZONTAL;384;224;59.637405;"joystick (8-way)";"CRT 15kHz";"Motorola MC68000,Zilog Z80";"maincpu Motorola MC68000 @16 MHz, audiocpu Zilog Z80 @8 MHz";"Speaker,QSound (HLE)";"lspeaker Speaker, rspeaker Speaker, qsound QSound (HLE) @60 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;"Street Fighter";English;-;YES;YES;NO;NO;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=nnEJPB_oedc";-;90;NO;NO;NO;NO;English;"90 to 100 (Best Games)";-;-;NO;"Street Fighter Alpha 3";
sfa;"Street Fighter Alpha: Warriors' Dreams (Euro 950727)";"1995";Capcom;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;"capcom/cps2.cpp";"Mame 0.37b12 (0.48)";"2001-02-15";"Mame 0.254";"2023-04-27";2;6;2;2;1;RASTER;"0";HORIZONTAL;384;224;59.637405;"joystick (8-way)";"CRT 15kHz";"Motorola MC68000,Zilog Z80";"maincpu Motorola MC68000 @16 MHz, audiocpu Zilog Z80 @8 MHz";"Speaker,QSound (HLE)";"lspeaker Speaker, rspeaker Speaker, qsound QSound (HLE) @60 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;"Street Fighter";English;-;YES;YES;NO;NO;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=dVi7Boi6m1A";-;80;NO;NO;NO;NO;English;"90 to 100 (Best Games)";-;-;NO;"Street Fighter Alpha: Warriors' Dreams";
sfex;"Street Fighter EX (Euro 961219)";"1996";"Capcom / Arika";YES;"coh1000c";NO;-;-;YES;NO;NO;"coh1000c";NO;YES;NO;NO;sony/zn.cpp;"Mame 0.74u2";"2003-10-06";"Mame 0.254";"2023-04-27";2;6;2;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"Sony CXD8530CQ,Zilog Z80";"maincpu Sony CXD8530CQ @67.7376 MHz, audiocpu Zilog Z80 @8 MHz";"Speaker,PlayStation SPU,QSound (HLE)";"lspeaker Speaker, rspeaker Speaker, spu PlayStation SPU @33.8688 MHz, qsound QSound (HLE) @60 MHz";IMPERFECT;GOOD;GOOD;IMPERFECT;IMPERFECT;GOOD;GOOD;NODUMP;-;"Fighter / Versus";Fighter;"Street Fighter EX";English;-;YES;YES;NO;YES;YES;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=4STI4DRmia4";-;70;NO;NO;NO;NO;English;"70 to 80 (Good)";-;-;NO;"Street Fighter EX";
sfexp;"Street Fighter EX Plus (USA 970407)";"1997";"Capcom / Arika";YES;"coh1000c";NO;-;-;YES;NO;NO;"coh1000c";NO;YES;NO;NO;sony/zn.cpp;"Mame 0.74u2";"2003-10-06";"Mame 0.254";"2023-04-27";2;6;2;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"Sony CXD8530CQ,Zilog Z80";"maincpu Sony CXD8530CQ @67.7376 MHz, audiocpu Zilog Z80 @8 MHz";"Speaker,PlayStation SPU,QSound (HLE)";"lspeaker Speaker, rspeaker Speaker, spu PlayStation SPU @33.8688 MHz, qsound QSound (HLE) @60 MHz";IMPERFECT;GOOD;GOOD;IMPERFECT;IMPERFECT;GOOD;GOOD;NODUMP;-;"Fighter / Versus";Fighter;"Street Fighter EX";English;-;YES;YES;NO;YES;YES;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=VxcisjrqMbo";-;70;NO;NO;NO;NO;English;"70 to 80 (Good)";"1997";-;NO;"Street Fighter EX Plus";
"sfex2";"Street Fighter EX2 (Euro 980312)";"1998";"Capcom / Arika";YES;"coh3002c";NO;-;-;YES;NO;NO;"coh3002c";NO;YES;NO;NO;sony/zn.cpp;"Mame 0.74u2";"2003-10-06";"Mame 0.254";"2023-04-27";2;6;2;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"Sony CXD8661R,Zilog Z80";"maincpu Sony CXD8661R @100 MHz, audiocpu Zilog Z80 @8 MHz";"Speaker,PlayStation SPU,QSound (HLE)";"lspeaker Speaker, rspeaker Speaker, spu PlayStation SPU @33.8688 MHz, qsound QSound (HLE) @60 MHz";IMPERFECT;GOOD;GOOD;IMPERFECT;IMPERFECT;GOOD;GOOD;NODUMP;-;"Fighter / Versus";Fighter;"Street Fighter EX";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=VfUj8BSF52M";-;60;NO;NO;NO;NO;English;"70 to 80 (Good)";"1998";-;NO;"Street Fighter EX2";
"sfex2p";"Street Fighter EX2 Plus (Euro 990611)";"1999";"Capcom / Arika";YES;"coh3002c";NO;-;-;YES;NO;NO;"coh3002c";NO;YES;NO;NO;sony/zn.cpp;"Mame 0.74u2";"2003-10-06";"Mame 0.254";"2023-04-27";2;6;2;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"Sony CXD8661R,Zilog Z80";"maincpu Sony CXD8661R @100 MHz, audiocpu Zilog Z80 @8 MHz";"Speaker,PlayStation SPU,QSound (HLE)";"lspeaker Speaker, rspeaker Speaker, spu PlayStation SPU @33.8688 MHz, qsound QSound (HLE) @60 MHz";IMPERFECT;GOOD;GOOD;IMPERFECT;IMPERFECT;GOOD;GOOD;NODUMP;-;"Fighter / Versus";Fighter;"Street Fighter EX";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=WqwxzTsGmoY";-;70;NO;NO;NO;NO;English;"70 to 80 (Good)";-;-;NO;"Street Fighter EX2 Plus";
"sf2";"Street Fighter II: The World Warrior (World 910522)";"1991";Capcom;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;"capcom/cps1.cpp";"Mame 0.34b1";"1998-08-16";"Mame 0.254";"2023-04-27";2;6;2;1;1;RASTER;"0";HORIZONTAL;384;224;59.637405;"joystick (8-way)";"CRT 15kHz";"Motorola MC68000,Zilog Z80";"maincpu Motorola MC68000 @10 MHz, audiocpu Zilog Z80 @3.579545 MHz";"Speaker,YM2151 OPM,OKI MSM6295 ADPCM";"mono Speaker, 2151 YM2151 OPM @3.579545 MHz, oki OKI MSM6295 ADPCM @1 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;"Street Fighter";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=DOstKou2heo";-;90;NO;NO;NO;NO;English;"90 to 100 (Best Games)";"1991";-;YES;"Street Fighter II: The World Warrior";
